site,date,variable,value
paris_land,2021-06-21,et0,4.26
paris_land,2021-06-22,temperature,16.0
paris_land,2021-06-22,precipitation,10.3
paris_land,2021-06-22,et0,2.48
paris_land,2021-06-23,temperature,14.6
paris_land,2021-06-23,precipitation,0.5
paris_land,2021-06-23,et0,2.29
paris_land,2021-06-24,temperature,15.2
paris_land,2021-06-24,precipitation,0.0
paris_land,2021-06-24,et0,3.11
paris_land,2021-06-25,temperature,15.7
paris_land,2021-06-25,precipitation,11.1
paris_land,2021-06-25,et0,3.02
paris_land,2021-06-26,temperature,17.4
paris_land,2021-06-26,precipitation,9.8
paris_land,2021-06-26,et0,2.52
paris_land,2021-06-27,temperature,18.5
paris_land,2021-06-27,precipitation,6.9
paris_land,2021-06-27,et0,2.36
paris_land,2021-06-28,temperature,18.2
paris_land,2021-06-28,precipitation,5.2
paris_land,2021-06-28,et0,3.56
paris_land,2021-06-29,temperature,15.3
paris_land,2021-06-29,precipitation,4.6
paris_land,2021-06-29,et0,2.38
paris_land,2021-06-30,temperature,15.2
paris_land,2021-06-30,precipitation,3.4
paris_land,2021-06-30,et0,1.8
paris_land,2021-07-01,temperature,16.5
paris_land,2021-07-01,precipitation,0.1
paris_land,2021-07-01,et0,2.69
paris_land,2021-07-02,temperature,19.2
paris_land,2021-07-02,precipitation,0.9
paris_land,2021-07-02,et0,4.04
paris_land,2021-07-03,temperature,20.2
paris_land,2021-07-03,precipitation,1.0
paris_land,2021-07-03,et0,3.69
paris_land,2021-07-04,temperature,17.6
paris_land,2021-07-04,precipitation,16.3
paris_land,2021-07-04,et0,2.62
paris_land,2021-07-05,temperature,17.8
paris_land,2021-07-05,precipitation,5.0
paris_land,2021-07-05,et0,2.55
paris_land,2021-07-06,temperature,18.5
paris_land,2021-07-06,precipitation,3.6
paris_land,2021-07-06,et0,4.34
paris_land,2021-07-07,temperature,17.3
paris_land,2021-07-07,precipitation,0.7
paris_land,2021-07-07,et0,3.69
paris_land,2021-07-08,temperature,17.4
paris_land,2021-07-08,precipitation,0.7
paris_land,2021-07-08,et0,3.69
paris_land,2021-07-09,temperature,17.8
paris_land,2021-07-09,precipitation,0.1
paris_land,2021-07-09,et0,3.44
paris_land,2021-07-10,temperature,17.2
paris_land,2021-07-10,precipitation,3.2
paris_land,2021-07-10,et0,2.05
paris_land,2021-07-11,temperature,17.9
paris_land,2021-07-11,precipitation,0.4
paris_land,2021-07-11,et0,3.52
paris_land,2021-07-12,temperature,17.8
paris_land,2021-07-12,precipitation,11.5
paris_land,2021-07-12,et0,2.39
paris_land,2021-07-13,temperature,16.7
paris_land,2021-07-13,precipitation,24.8
paris_land,2021-07-13,et0,1.26
paris_land,2021-07-14,temperature,17.0
paris_land,2021-07-14,precipitation,8.0
paris_land,2021-07-14,et0,1.95
paris_land,2021-07-15,temperature,19.7
paris_land,2021-07-15,precipitation,0.0
paris_land,2021-07-15,et0,4.15
paris_land,2021-07-16,temperature,17.2
paris_land,2021-07-16,precipitation,0.2
paris_land,2021-07-16,et0,2.71
paris_land,2021-07-17,temperature,18.3
paris_land,2021-07-17,precipitation,0.0
paris_land,2021-07-17,et0,3.31
paris_land,2021-07-18,temperature,21.4
paris_land,2021-07-18,precipitation,0.0
paris_land,2021-07-18,et0,5.47
paris_land,2021-07-19,temperature,22.4
paris_land,2021-07-19,precipitation,0.0
paris_land,2021-07-19,et0,5.46
paris_land,2021-07-20,temperature,21.8
paris_land,2021-07-20,precipitation,0.0
paris_land,2021-07-20,et0,5.3
paris_land,2021-07-21,temperature,21.9
paris_land,2021-07-21,precipitation,0.2
paris_land,2021-07-21,et0,5.06
paris_land,2021-07-22,temperature,22.2
paris_land,2021-07-22,precipitation,0.0
paris_land,2021-07-22,et0,5.61
paris_land,2021-07-23,temperature,22.8
paris_land,2021-07-23,precipitation,0.0
paris_land,2021-07-23,et0,5.21
paris_land,2021-07-24,temperature,21.6
paris_land,2021-07-24,precipitation,0.4
paris_land,2021-07-24,et0,4.56
paris_land,2021-07-25,temperature,18.7
paris_land,2021-07-25,precipitation,9.8
paris_land,2021-07-25,et0,2.81
paris_land,2021-07-26,temperature,18.5
paris_land,2021-07-26,precipitation,3.4
paris_land,2021-07-26,et0,2.78
paris_land,2021-07-27,temperature,17.9
paris_land,2021-07-27,precipitation,5.5
paris_land,2021-07-27,et0,1.79
paris_land,2021-07-28,temperature,18.7
paris_land,2021-07-28,precipitation,0.2
paris_land,2021-07-28,et0,4.13
paris_land,2021-07-29,temperature,18.4
paris_land,2021-07-29,precipitation,0.0
paris_land,2021-07-29,et0,3.96
paris_land,2021-07-30,temperature,18.5
paris_land,2021-07-30,precipitation,0.1
paris_land,2021-07-30,et0,4.26
paris_land,2021-07-31,temperature,17.8
paris_land,2021-07-31,precipitation,0.2
paris_land,2021-07-31,et0,3.77
paris_land,2021-08-01,temperature,17.8
paris_land,2021-08-01,precipitation,0.8
paris_land,2021-08-01,et0,4.29
paris_land,2021-08-02,temperature,17.7
paris_land,2021-08-02,precipitation,3.2
paris_land,2021-08-02,et0,3.35
paris_land,2021-08-03,temperature,16.2
paris_land,2021-08-03,precipitation,2.0
paris_land,2021-08-03,et0,2.35
paris_land,2021-08-04,temperature,15.6
paris_land,2021-08-04,precipitation,4.6
paris_land,2021-08-04,et0,2.34
paris_land,2021-08-05,temperature,18.1
paris_land,2021-08-05,precipitation,1.2
paris_land,2021-08-05,et0,3.15
paris_land,2021-08-06,temperature,18.5
paris_land,2021-08-06,precipitation,1.0
paris_land,2021-08-06,et0,3.58
paris_land,2021-08-07,temperature,17.5
paris_land,2021-08-07,precipitation,1.3
paris_land,2021-08-07,et0,3.7
paris_land,2021-08-08,temperature,17.1
paris_land,2021-08-08,precipitation,0.1
paris_land,2021-08-08,et0,4.04
paris_land,2021-08-09,temperature,17.5
paris_land,2021-08-09,precipitation,0.7
paris_land,2021-08-09,et0,2.91
paris_land,2021-08-10,temperature,19.3
paris_land,2021-08-10,precipitation,1.9
paris_land,2021-08-10,et0,3.13
paris_land,2021-08-11,temperature,19.8
paris_land,2021-08-11,precipitation,0.0
paris_land,2021-08-11,et0,4.09
paris_land,2021-08-12,temperature,21.5
paris_land,2021-08-12,precipitation,0.0
paris_land,2021-08-12,et0,4.3
paris_land,2021-08-13,temperature,21.4
paris_land,2021-08-13,precipitation,0.0
paris_land,2021-08-13,et0,4.6
paris_land,2021-08-14,temperature,21.4
paris_land,2021-08-14,precipitation,0.0
paris_land,2021-08-14,et0,4.9
paris_land,2021-08-15,temperature,22.5
paris_land,2021-08-15,precipitation,0.1
paris_land,2021-08-15,et0,4.98
paris_land,2021-08-16,temperature,18.2
paris_land,2021-08-16,precipitation,1.3
paris_land,2021-08-16,et0,3.11
paris_land,2021-08-17,temperature,16.6
paris_land,2021-08-17,precipitation,0.2
paris_land,2021-08-17,et0,2.61
paris_land,2021-08-18,temperature,18.0
paris_land,2021-08-18,precipitation,0.8
paris_land,2021-08-18,et0,2.36
paris_land,2021-08-19,temperature,17.4
paris_land,2021-08-19,precipitation,0.1
paris_land,2021-08-19,et0,1.97
paris_land,2021-08-20,temperature,18.8
paris_land,2021-08-20,precipitation,0.0
paris_land,2021-08-20,et0,2.96
paris_land,2021-08-21,temperature,20.2
paris_land,2021-08-21,precipitation,0.1
paris_land,2021-08-21,et0,3.53
paris_land,2021-08-22,temperature,18.5
paris_land,2021-08-22,precipitation,0.4
paris_land,2021-08-22,et0,3.35
paris_land,2021-08-23,temperature,18.0
paris_land,2021-08-23,precipitation,0.5
paris_land,2021-08-23,et0,2.57
paris_land,2021-08-24,temperature,18.8
paris_land,2021-08-24,precipitation,0.0
paris_land,2021-08-24,et0,4.4
paris_land,2021-08-25,temperature,18.5
paris_land,2021-08-25,precipitation,0.0
paris_land,2021-08-25,et0,4.78
paris_land,2021-08-26,temperature,16.6
paris_land,2021-08-26,precipitation,0.2
paris_land,2021-08-26,et0,2.44
paris_land,2021-08-27,temperature,17.0
paris_land,2021-08-27,precipitation,0.0
paris_land,2021-08-27,et0,3.53
paris_land,2021-08-28,temperature,16.1
paris_land,2021-08-28,precipitation,0.7
paris_land,2021-08-28,et0,2.66
paris_land,2021-08-29,temperature,16.1
paris_land,2021-08-29,precipitation,0.5
paris_land,2021-08-29,et0,2.49
paris_land,2021-08-30,temperature,17.5
paris_land,2021-08-30,precipitation,0.4
paris_land,2021-08-30,et0,2.68
paris_land,2021-08-31,temperature,18.0
paris_land,2021-08-31,precipitation,0.2
paris_land,2021-08-31,et0,3.32
paris_land,2021-09-01,temperature,17.5
paris_land,2021-09-01,precipitation,0.0
paris_land,2021-09-01,et0,3.59
paris_land,2021-09-02,temperature,18.0
paris_land,2021-09-02,precipitation,0.0
paris_land,2021-09-02,et0,4.27
paris_land,2021-09-03,temperature,19.7
paris_land,2021-09-03,precipitation,0.5
paris_land,2021-09-03,et0,3.78
paris_land,2021-09-04,temperature,20.7
paris_land,2021-09-04,precipitation,2.1
paris_land,2021-09-04,et0,2.92
paris_land,2021-09-05,temperature,21.7
paris_land,2021-09-05,precipitation,0.8
paris_land,2021-09-05,et0,3.41
paris_land,2021-09-06,temperature,21.9
paris_land,2021-09-06,precipitation,0.0
paris_land,2021-09-06,et0,4.12
paris_land,2021-09-07,temperature,22.3
paris_land,2021-09-07,precipitation,0.0
paris_land,2021-09-07,et0,5.02
paris_land,2021-09-08,temperature,23.3
paris_land,2021-09-08,precipitation,0.0
paris_land,2021-09-08,et0,4.46
paris_land,2021-09-09,temperature,22.1
paris_land,2021-09-09,precipitation,2.3
paris_land,2021-09-09,et0,3.31
paris_land,2021-09-10,temperature,19.5
paris_land,2021-09-10,precipitation,10.2
paris_land,2021-09-10,et0,1.92
paris_land,2021-09-11,temperature,17.8
paris_land,2021-09-11,precipitation,0.0
paris_land,2021-09-11,et0,2.76
paris_land,2021-09-12,temperature,17.3
paris_land,2021-09-12,precipitation,0.0
paris_land,2021-09-12,et0,2.58
paris_land,2021-09-13,temperature,18.6
paris_land,2021-09-13,precipitation,0.0
paris_land,2021-09-13,et0,3.0
paris_land,2021-09-14,temperature,20.0
paris_land,2021-09-14,precipitation,11.4
paris_land,2021-09-14,et0,1.76
paris_land,2021-09-15,temperature,18.9
paris_land,2021-09-15,precipitation,20.2
paris_land,2021-09-15,et0,1.51
paris_land,2021-09-16,temperature,17.1
paris_land,2021-09-16,precipitation,0.0
paris_land,2021-09-16,et0,2.23
paris_land,2021-09-17,temperature,16.9
paris_land,2021-09-17,precipitation,0.0
paris_land,2021-09-17,et0,2.89
paris_land,2021-09-18,temperature,17.1
paris_land,2021-09-18,precipitation,0.4
paris_land,2021-09-18,et0,2.49
paris_land,2021-09-19,temperature,17.3
paris_land,2021-09-19,precipitation,0.8
paris_land,2021-09-19,et0,2.15
paris_land,2021-09-20,temperature,16.0
paris_land,2021-09-20,precipitation,12.3
paris_land,2021-09-20,et0,1.42
paris_land,2021-09-21,temperature,14.3
paris_land,2021-09-21,precipitation,0.0
paris_land,2021-09-21,et0,2.17
paris_land,2021-09-22,temperature,13.8
paris_land,2021-09-22,precipitation,0.0
paris_land,2021-09-22,et0,2.65
paris_land,2021-09-23,temperature,14.9
paris_land,2021-09-23,precipitation,0.0
paris_land,2021-09-23,et0,2.74
paris_land,2021-09-24,temperature,15.9
paris_land,2021-09-24,precipitation,0.0
paris_land,2021-09-24,et0,1.67
paris_land,2021-09-25,temperature,16.4
paris_land,2021-09-25,precipitation,0.5
paris_land,2021-09-25,et0,2.22
paris_land,2021-09-26,temperature,17.3
paris_land,2021-09-26,precipitation,2.9
paris_land,2021-09-26,et0,1.57
paris_land,2021-09-27,temperature,15.9
paris_land,2021-09-27,precipitation,3.6
paris_land,2021-09-27,et0,1.36
paris_land,2021-09-28,temperature,13.7
paris_land,2021-09-28,precipitation,0.0
paris_land,2021-09-28,et0,2.25
paris_land,2021-09-29,temperature,13.3
paris_land,2021-09-29,precipitation,4.9
paris_land,2021-09-29,et0,2.26
paris_land,2021-09-30,temperature,11.9
paris_land,2021-09-30,precipitation,0.0
paris_land,2021-09-30,et0,2.21
paris_land,2021-10-01,temperature,12.8
paris_land,2021-10-01,precipitation,4.9
paris_land,2021-10-01,et0,1.73
paris_land,2021-10-02,temperature,14.9
paris_land,2021-10-02,precipitation,6.5
paris_land,2021-10-02,et0,1.48
paris_land,2021-10-03,temperature,15.4
paris_land,2021-10-03,precipitation,20.8
paris_land,2021-10-03,et0,1.38
paris_land,2021-10-04,temperature,12.9
paris_land,2021-10-04,precipitation,0.2
paris_land,2021-10-04,et0,2.27
paris_land,2021-10-05,temperature,13.4
paris_land,2021-10-05,precipitation,5.6
paris_land,2021-10-05,et0,1.44
paris_land,2021-10-06,temperature,12.8
paris_land,2021-10-06,precipitation,0.0
paris_land,2021-10-06,et0,2.42
paris_land,2021-10-07,temperature,12.0
paris_land,2021-10-07,precipitation,0.0
paris_land,2021-10-07,et0,1.24
paris_land,2021-10-08,temperature,12.4
paris_land,2021-10-08,precipitation,0.0
paris_land,2021-10-08,et0,2.06
paris_land,2021-10-09,temperature,12.4
paris_land,2021-10-09,precipitation,0.0
paris_land,2021-10-09,et0,1.96
paris_land,2021-10-10,temperature,11.2
paris_land,2021-10-10,precipitation,0.0
paris_land,2021-10-10,et0,1.93
paris_land,2021-10-11,temperature,12.6
paris_land,2021-10-11,precipitation,0.0
paris_land,2021-10-11,et0,1.65
paris_land,2021-10-12,temperature,10.8
paris_land,2021-10-12,precipitation,0.0
paris_land,2021-10-12,et0,1.49
paris_land,2021-10-13,temperature,9.9
paris_land,2021-10-13,precipitation,0.0
paris_land,2021-10-13,et0,1.49
paris_land,2021-10-14,temperature,9.0
paris_land,2021-10-14,precipitation,0.0
paris_land,2021-10-14,et0,1.65
paris_land,2021-10-15,temperature,10.6
paris_land,2021-10-15,precipitation,0.0
paris_land,2021-10-15,et0,1.44
paris_land,2021-10-16,temperature,10.5
paris_land,2021-10-16,precipitation,0.0
paris_land,2021-10-16,et0,1.66
paris_land,2021-10-17,temperature,9.2
paris_land,2021-10-17,precipitation,0.0
paris_land,2021-10-17,et0,1.47
paris_land,2021-10-18,temperature,11.5
paris_land,2021-10-18,precipitation,1.0
paris_land,2021-10-18,et0,1.19
paris_land,2021-10-19,temperature,17.6
paris_land,2021-10-19,precipitation,2.4
paris_land,2021-10-19,et0,2.42
paris_land,2021-10-20,temperature,17.5
paris_land,2021-10-20,precipitation,1.4
paris_land,2021-10-20,et0,2.16
paris_land,2021-10-21,temperature,11.1
paris_land,2021-10-21,precipitation,5.5
paris_land,2021-10-21,et0,1.52
paris_land,2021-10-22,temperature,8.2
paris_land,2021-10-22,precipitation,0.1
paris_land,2021-10-22,et0,1.27
paris_land,2021-10-23,temperature,9.9
paris_land,2021-10-23,precipitation,0.1
paris_land,2021-10-23,et0,1.27
paris_land,2021-10-24,temperature,7.7
paris_land,2021-10-24,precipitation,0.0
paris_land,2021-10-24,et0,1.35
paris_land,2021-10-25,temperature,10.6
paris_land,2021-10-25,precipitation,2.2
paris_land,2021-10-25,et0,0.91
paris_land,2021-10-26,temperature,11.3
paris_land,2021-10-26,precipitation,0.0
paris_land,2021-10-26,et0,0.94
paris_land,2021-10-27,temperature,11.2
paris_land,2021-10-27,precipitation,0.0
paris_land,2021-10-27,et0,1.29
paris_land,2021-10-28,temperature,11.3
paris_land,2021-10-28,precipitation,0.0
paris_land,2021-10-28,et0,1.64
paris_land,2021-10-29,temperature,12.9
paris_land,2021-10-29,precipitation,5.6
paris_land,2021-10-29,et0,1.22
paris_land,2021-10-30,temperature,12.9
paris_land,2021-10-30,precipitation,7.3
paris_land,2021-10-30,et0,0.56
paris_land,2021-10-31,temperature,12.1
paris_land,2021-10-31,precipitation,3.4
paris_land,2021-10-31,et0,0.84
paris_land,2021-11-01,temperature,9.9
paris_land,2021-11-01,precipitation,5.6
paris_land,2021-11-01,et0,1.17
paris_land,2021-11-02,temperature,8.9
paris_land,2021-11-02,precipitation,1.0
paris_land,2021-11-02,et0,0.96
paris_land,2021-11-03,temperature,7.9
paris_land,2021-11-03,precipitation,7.3
paris_land,2021-11-03,et0,0.91
paris_land,2021-11-04,temperature,7.0
paris_land,2021-11-04,precipitation,0.9
paris_land,2021-11-04,et0,0.79
paris_land,2021-11-05,temperature,7.6
paris_land,2021-11-05,precipitation,1.8
paris_land,2021-11-05,et0,0.86
paris_land,2021-11-06,temperature,5.5
paris_land,2021-11-06,precipitation,0.0
paris_land,2021-11-06,et0,0.88
paris_land,2021-11-07,temperature,9.7
paris_land,2021-11-07,precipitation,0.4
paris_land,2021-11-07,et0,0.89
paris_land,2021-11-08,temperature,7.8
paris_land,2021-11-08,precipitation,0.0
paris_land,2021-11-08,et0,0.87
paris_land,2021-11-09,temperature,5.0
paris_land,2021-11-09,precipitation,0.0
paris_land,2021-11-09,et0,0.69
paris_land,2021-11-10,temperature,4.3
paris_land,2021-11-10,precipitation,0.0
paris_land,2021-11-10,et0,0.5
paris_land,2021-11-11,temperature,4.2
paris_land,2021-11-11,precipitation,0.0
paris_land,2021-11-11,et0,0.54
paris_land,2021-11-12,temperature,5.9
paris_land,2021-11-12,precipitation,0.0
paris_land,2021-11-12,et0,0.72
paris_land,2021-11-13,temperature,11.2
paris_land,2021-11-13,precipitation,0.6
paris_land,2021-11-13,et0,0.63
paris_land,2021-11-14,temperature,10.1
paris_land,2021-11-14,precipitation,0.1
paris_land,2021-11-14,et0,0.59
paris_land,2021-11-15,temperature,6.7
paris_land,2021-11-15,precipitation,0.0
paris_land,2021-11-15,et0,0.53
paris_land,2021-11-16,temperature,7.0
paris_land,2021-11-16,precipitation,0.1
paris_land,2021-11-16,et0,0.37
paris_land,2021-11-17,temperature,8.8
paris_land,2021-11-17,precipitation,0.5
paris_land,2021-11-17,et0,0.51
paris_land,2021-11-18,temperature,5.4
paris_land,2021-11-18,precipitation,0.0
paris_land,2021-11-18,et0,0.51
paris_land,2021-11-19,temperature,8.1
paris_land,2021-11-19,precipitation,0.0
paris_land,2021-11-19,et0,0.46
paris_land,2021-11-20,temperature,8.1
paris_land,2021-11-20,precipitation,0.0
paris_land,2021-11-20,et0,0.39
paris_land,2021-11-21,temperature,6.8
paris_land,2021-11-21,precipitation,1.3
paris_land,2021-11-21,et0,0.3
paris_land,2021-11-22,temperature,4.6
paris_land,2021-11-22,precipitation,0.0
paris_land,2021-11-22,et0,0.7
paris_land,2021-11-23,temperature,3.4
paris_land,2021-11-23,precipitation,0.0
paris_land,2021-11-23,et0,0.88
paris_land,2021-11-24,temperature,3.9
paris_land,2021-11-24,precipitation,0.0
paris_land,2021-11-24,et0,0.38
paris_land,2021-11-25,temperature,3.5
paris_land,2021-11-25,precipitation,0.1
paris_land,2021-11-25,et0,0.31
paris_land,2021-11-26,temperature,4.4
paris_land,2021-11-26,precipitation,2.2
paris_land,2021-11-26,et0,0.46
paris_land,2021-11-27,temperature,2.9
paris_land,2021-11-27,precipitation,2.8
paris_land,2021-11-27,et0,0.41
paris_land,2021-11-28,temperature,3.8
paris_land,2021-11-28,precipitation,1.4
paris_land,2021-11-28,et0,0.67
paris_land,2021-11-29,temperature,1.6
paris_land,2021-11-29,precipitation,0.0
paris_land,2021-11-29,et0,0.49
paris_land,2021-11-30,temperature,5.6
paris_land,2021-11-30,precipitation,3.0
paris_land,2021-11-30,et0,0.58
paris_land,2021-12-01,temperature,8.4
paris_land,2021-12-01,precipitation,4.9
paris_land,2021-12-01,et0,0.81
paris_land,2021-12-02,temperature,3.7
paris_land,2021-12-02,precipitation,0.6
paris_land,2021-12-02,et0,0.69
paris_land,2021-12-03,temperature,2.7
paris_land,2021-12-03,precipitation,8.6
paris_land,2021-12-03,et0,0.22
paris_land,2021-12-04,temperature,8.7
paris_land,2021-12-04,precipitation,6.2
paris_land,2021-12-04,et0,0.59
paris_land,2021-12-05,temperature,4.0
paris_land,2021-12-05,precipitation,3.8
paris_land,2021-12-05,et0,0.37
paris_land,2021-12-06,temperature,4.8
paris_land,2021-12-06,precipitation,4.4
paris_land,2021-12-06,et0,0.42
paris_land,2021-12-07,temperature,5.4
paris_land,2021-12-07,precipitation,2.3
paris_land,2021-12-07,et0,0.43
paris_land,2021-12-08,temperature,4.6
paris_land,2021-12-08,precipitation,1.0
paris_land,2021-12-08,et0,0.62
paris_land,2021-12-09,temperature,3.8
paris_land,2021-12-09,precipitation,0.9
paris_land,2021-12-09,et0,0.5
paris_land,2021-12-10,temperature,5.9
paris_land,2021-12-10,precipitation,11.9
paris_land,2021-12-10,et0,0.85
paris_land,2021-12-11,temperature,4.6
paris_land,2021-12-11,precipitation,0.2
paris_land,2021-12-11,et0,0.51
paris_land,2021-12-12,temperature,8.3
paris_land,2021-12-12,precipitation,0.5
paris_land,2021-12-12,et0,0.23
paris_land,2021-12-13,temperature,7.6
paris_land,2021-12-13,precipitation,0.0
paris_land,2021-12-13,et0,0.25
paris_land,2021-12-14,temperature,4.9
paris_land,2021-12-14,precipitation,0.0
paris_land,2021-12-14,et0,0.23
paris_land,2021-12-15,temperature,6.8
paris_land,2021-12-15,precipitation,0.0
paris_land,2021-12-15,et0,0.34
paris_land,2021-12-16,temperature,7.2
paris_land,2021-12-16,precipitation,0.0
paris_land,2021-12-16,et0,0.37
paris_land,2021-12-17,temperature,6.1
paris_land,2021-12-17,precipitation,0.0
paris_land,2021-12-17,et0,0.41
paris_land,2021-12-18,temperature,4.6
paris_land,2021-12-18,precipitation,0.0
paris_land,2021-12-18,et0,0.46
paris_land,2021-12-19,temperature,5.1
paris_land,2021-12-19,precipitation,0.0
paris_land,2021-12-19,et0,0.23
paris_land,2021-12-20,temperature,4.9
paris_land,2021-12-20,precipitation,0.2
paris_land,2021-12-20,et0,0.4
paris_land,2021-12-21,temperature,0.1
paris_land,2021-12-21,precipitation,0.0
paris_land,2021-12-21,et0,0.38
paris_land,2021-12-22,temperature,-2.6
paris_land,2021-12-22,precipitation,0.0
paris_land,2021-12-22,et0,0.27
paris_land,2021-12-23,temperature,3.1
paris_land,2021-12-23,precipitation,0.0
paris_land,2021-12-23,et0,0.48
paris_land,2021-12-24,temperature,7.5
paris_land,2021-12-24,precipitation,7.0
paris_land,2021-12-24,et0,0.24
paris_land,2021-12-25,temperature,8.0
paris_land,2021-12-25,precipitation,0.7
paris_land,2021-12-25,et0,0.27
paris_land,2021-12-26,temperature,8.0
paris_land,2021-12-26,precipitation,4.7
paris_land,2021-12-26,et0,0.28
paris_land,2021-12-27,temperature,9.3
paris_land,2021-12-27,precipitation,4.5
paris_land,2021-12-27,et0,0.44
paris_land,2021-12-28,temperature,11.1
paris_land,2021-12-28,precipitation,11.1
paris_land,2021-12-28,et0,1.24
paris_land,2021-12-29,temperature,12.2
paris_land,2021-12-29,precipitation,4.9
paris_land,2021-12-29,et0,0.52
paris_land,2021-12-30,temperature,13.0
paris_land,2021-12-30,precipitation,0.1
paris_land,2021-12-30,et0,0.54
paris_land,2021-12-31,temperature,10.6
paris_land,2021-12-31,precipitation,0.0
paris_land,2021-12-31,et0,0.57
paris_land,2022-01-01,temperature,9.4
paris_land,2022-01-01,precipitation,0.0
paris_land,2022-01-01,et0,0.55
paris_land,2022-01-02,temperature,11.6
paris_land,2022-01-02,precipitation,1.2
paris_land,2022-01-02,et0,1.09
paris_land,2022-01-03,temperature,11.0
paris_land,2022-01-03,precipitation,4.3
paris_land,2022-01-03,et0,0.68
paris_land,2022-01-04,temperature,8.9
paris_land,2022-01-04,precipitation,18.4
paris_land,2022-01-04,et0,0.41
paris_land,2022-01-05,temperature,3.2
paris_land,2022-01-05,precipitation,0.1
paris_land,2022-01-05,et0,0.73
paris_land,2022-01-06,temperature,2.2
paris_land,2022-01-06,precipitation,0.1
paris_land,2022-01-06,et0,0.61
paris_land,2022-01-07,temperature,5.1
paris_land,2022-01-07,precipitation,6.0
paris_land,2022-01-07,et0,0.79
paris_land,2022-01-08,temperature,5.8
paris_land,2022-01-08,precipitation,9.8
paris_land,2022-01-08,et0,0.39
paris_land,2022-01-09,temperature,4.6
paris_land,2022-01-09,precipitation,2.9
paris_land,2022-01-09,et0,0.6
paris_land,2022-01-10,temperature,2.7
paris_land,2022-01-10,precipitation,0.0
paris_land,2022-01-10,et0,0.25
paris_land,2022-01-11,temperature,-0.2
paris_land,2022-01-11,precipitation,0.0
paris_land,2022-01-11,et0,0.39
paris_land,2022-01-12,temperature,0.4
paris_land,2022-01-12,precipitation,0.0
paris_land,2022-01-12,et0,0.24
paris_land,2022-01-13,temperature,2.3
paris_land,2022-01-13,precipitation,0.0
paris_land,2022-01-13,et0,0.27
paris_land,2022-01-14,temperature,0.9
paris_land,2022-01-14,precipitation,0.0
paris_land,2022-01-14,et0,0.51
paris_land,2022-01-15,temperature,0.6
paris_land,2022-01-15,precipitation,0.0
paris_land,2022-01-15,et0,0.31
paris_land,2022-01-16,temperature,1.8
paris_land,2022-01-16,precipitation,0.6
paris_land,2022-01-16,et0,0.22
paris_land,2022-01-17,temperature,5.2
paris_land,2022-01-17,precipitation,0.1
paris_land,2022-01-17,et0,0.33
paris_land,2022-01-18,temperature,3.7
paris_land,2022-01-18,precipitation,0.0
paris_land,2022-01-18,et0,0.58
paris_land,2022-01-19,temperature,4.1
paris_land,2022-01-19,precipitation,2.0
paris_land,2022-01-19,et0,0.34
paris_land,2022-01-20,temperature,3.7
paris_land,2022-01-20,precipitation,0.3
paris_land,2022-01-20,et0,0.52
paris_land,2022-01-21,temperature,2.6
paris_land,2022-01-21,precipitation,0.0
paris_land,2022-01-21,et0,0.38
paris_land,2022-01-22,temperature,3.9
paris_land,2022-01-22,precipitation,0.0
paris_land,2022-01-22,et0,0.42
paris_land,2022-01-23,temperature,3.8
paris_land,2022-01-23,precipitation,0.2
paris_land,2022-01-23,et0,0.39
paris_land,2022-01-24,temperature,1.5
paris_land,2022-01-24,precipitation,0.0
paris_land,2022-01-24,et0,0.62
paris_land,2022-01-25,temperature,-0.3
paris_land,2022-01-25,precipitation,0.0
paris_land,2022-01-25,et0,0.25
paris_land,2022-01-26,temperature,1.0
paris_land,2022-01-26,precipitation,0.0
paris_land,2022-01-26,et0,0.26
paris_land,2022-01-27,temperature,3.6
paris_land,2022-01-27,precipitation,0.4
paris_land,2022-01-27,et0,0.47
paris_land,2022-01-28,temperature,5.2
paris_land,2022-01-28,precipitation,0.1
paris_land,2022-01-28,et0,0.42
paris_land,2022-01-29,temperature,8.1
paris_land,2022-01-29,precipitation,0.4
paris_land,2022-01-29,et0,0.45
paris_land,2022-01-30,temperature,7.8
paris_land,2022-01-30,precipitation,0.3
paris_land,2022-01-30,et0,0.8
paris_land,2022-01-31,temperature,6.3
paris_land,2022-01-31,precipitation,0.6
paris_land,2022-01-31,et0,1.42
paris_land,2022-02-01,temperature,6.0
paris_land,2022-02-01,precipitation,0.8
paris_land,2022-02-01,et0,0.5
paris_land,2022-02-02,temperature,9.5
paris_land,2022-02-02,precipitation,0.1
paris_land,2022-02-02,et0,0.65
paris_land,2022-02-03,temperature,6.5
paris_land,2022-02-03,precipitation,0.0
paris_land,2022-02-03,et0,0.55
paris_land,2022-02-04,temperature,7.0
paris_land,2022-02-04,precipitation,0.9
paris_land,2022-02-04,et0,0.63
paris_land,2022-02-05,temperature,5.4
paris_land,2022-02-05,precipitation,0.0
paris_land,2022-02-05,et0,1.15
paris_land,2022-02-06,temperature,8.3
paris_land,2022-02-06,precipitation,4.4
paris_land,2022-02-06,et0,0.91
paris_land,2022-02-07,temperature,6.5
paris_land,2022-02-07,precipitation,0.2
paris_land,2022-02-07,et0,1.24
paris_land,2022-02-08,temperature,8.2
paris_land,2022-02-08,precipitation,0.0
paris_land,2022-02-08,et0,0.76
paris_land,2022-02-09,temperature,5.3
paris_land,2022-02-09,precipitation,0.0
